0, 0, Header, 1, 8, 480
1, 0, Start_track
1, 0, Title_t, "Espana Op. 165"
1, 0, Title_t, "Prelude"
1, 0, Copyright_t, "Copyright © 2001 by Bernd Krueger"
1, 0, Text_t, "Isaac Albeniz"
1, 0, Text_t, "Andantino"
1, 0, Text_t, "Fertiggestellt  27.01.2001\012"
1, 0, Text_t, "Update: 18.03.2001\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update am 28.10.2010\012"
1, 0, Text_t, "Dauer: 1:36 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 642192
1, 480, Tempo, 617920
1, 1440, Tempo, 563380
1, 1920, Tempo, 533333
1, 2160, Tempo, 538117
1, 2200, Tempo, 524017
1, 2400, Tempo, 533333
1, 2640, Tempo, 547945
1, 2880, Tempo, 504202
1, 3120, Tempo, 487805
1, 3360, Tempo, 470588
1, 3600, Tempo, 508475
1, 3840, Tempo, 504202
1, 4080, Tempo, 555556
1, 4320, Tempo, 579710
1, 4800, Tempo, 603015
1, 5760, Tempo, 645786
1, 5840, Tempo, 568559
1, 6000, Tempo, 500000
1, 6240, Tempo, 495868
1, 6480, Tempo, 485830
1, 6720, Tempo, 481928
1, 6960, Tempo, 489796
1, 7200, Tempo, 468750
1, 7440, Tempo, 480000
1, 7680, Tempo, 442804
1, 7920, Tempo, 459770
1, 8160, Tempo, 472441
1, 8400, Tempo, 483871
1, 8640, Tempo, 459770
1, 8840, Tempo, 474308
1, 8920, Tempo, 476190
1, 8980, Tempo, 478088
1, 9040, Tempo, 480000
1, 9100, Tempo, 481928
1, 9180, Tempo, 483871
1, 9240, Tempo, 485830
1, 9300, Tempo, 487805
1, 9360, Tempo, 489796
1, 9440, Tempo, 491803
1, 9500, Tempo, 493827
1, 9560, Tempo, 495868
1, 9620, Tempo, 497925
1, 9700, Tempo, 500000
1, 9760, Tempo, 502092
1, 9820, Tempo, 504202
1, 9880, Tempo, 506329
1, 9940, Tempo, 508475
1, 9960, Tempo, 545455
1, 10080, Tempo, 491803
1, 10320, Tempo, 510638
1, 10560, Tempo, 526316
1, 10720, Tempo, 542986
1, 10760, Tempo, 545455
1, 10800, Tempo, 547945
1, 10840, Tempo, 550459
1, 10880, Tempo, 552995
1, 10920, Tempo, 555556
1, 10960, Tempo, 558140
1, 11000, Tempo, 560748
1, 11040, Tempo, 563380
1, 11080, Tempo, 566038
1, 11120, Tempo, 568720
1, 11160, Tempo, 571429
1, 11200, Tempo, 574163
1, 11240, Tempo, 576923
1, 11280, Tempo, 579710
1, 11320, Tempo, 582524
1, 11360, Tempo, 585366
1, 11400, Tempo, 588235
1, 11440, Tempo, 591133
1, 11520, Tempo, 624610
1, 11560, Tempo, 628075
1, 11680, Tempo, 631512
1, 11760, Tempo, 642192
1, 12000, Tempo, 617920
1, 12960, Tempo, 560748
1, 13440, Tempo, 533333
1, 13680, Tempo, 524017
1, 13920, Tempo, 535714
1, 14160, Tempo, 542986
1, 14400, Tempo, 512821
1, 14640, Tempo, 493827
1, 14880, Tempo, 485830
1, 15120, Tempo, 519481
1, 15360, Tempo, 510638
1, 15600, Tempo, 563380
1, 15720, Tempo, 528634
1, 15840, Tempo, 603015
1, 16320, Tempo, 618557
1, 17280, Tempo, 528634
1, 17520, Tempo, 491803
1, 17760, Tempo, 504202
1, 18000, Tempo, 512821
1, 18240, Tempo, 524017
1, 18480, Tempo, 568720
1, 18600, Tempo, 524017
1, 18720, Tempo, 579710
1, 19200, Tempo, 597015
1, 20160, Tempo, 519481
1, 20400, Tempo, 495868
1, 20640, Tempo, 497925
1, 20880, Tempo, 487805
1, 21120, Tempo, 495868
1, 21360, Tempo, 528634
1, 21600, Tempo, 582524
1, 21720, Tempo, 533333
1, 21840, Tempo, 545455
1, 22080, Tempo, 545455
1, 22320, Tempo, 571429
1, 22560, Tempo, 588235
1, 23040, Tempo, 648649
1, 23200, Tempo, 459770
1, 23520, Tempo, 510638
1, 23680, Tempo, 452830
1, 23760, Tempo, 451128
1, 23840, Tempo, 449438
1, 23920, Tempo, 447761
1, 24000, Tempo, 446097
1, 24060, Tempo, 444444
1, 24140, Tempo, 442804
1, 24220, Tempo, 441176
1, 24300, Tempo, 439560
1, 24380, Tempo, 437956
1, 24440, Tempo, 436364
1, 24480, Tempo, 451128
1, 24640, Tempo, 428571
1, 24940, Tempo, 436364
1, 24960, Tempo, 419580
1, 25440, Tempo, 412371
1, 25720, Tempo, 465116
1, 25760, Tempo, 466926
1, 25800, Tempo, 468750
1, 25840, Tempo, 470588
1, 25880, Tempo, 472441
1, 25920, Tempo, 601564
1, 26080, Tempo, 466926
1, 26400, Tempo, 452830
1, 26500, Tempo, 451128
1, 26580, Tempo, 449438
1, 26660, Tempo, 447761
1, 26760, Tempo, 446097
1, 26840, Tempo, 444444
1, 26920, Tempo, 442804
1, 27000, Tempo, 441176
1, 27100, Tempo, 439560
1, 27180, Tempo, 437956
1, 27260, Tempo, 436364
1, 27340, Tempo, 434783
1, 27360, Tempo, 483871
1, 27500, Tempo, 437956
1, 27520, Tempo, 434783
1, 27680, Tempo, 433213
1, 27840, Tempo, 431655
1, 27880, Tempo, 433213
1, 27920, Tempo, 434783
1, 27960, Tempo, 436364
1, 28000, Tempo, 437956
1, 28040, Tempo, 439560
1, 28060, Tempo, 441176
1, 28100, Tempo, 442804
1, 28140, Tempo, 444444
1, 28180, Tempo, 446097
1, 28220, Tempo, 447761
1, 28240, Tempo, 449438
1, 28280, Tempo, 451128
1, 28320, Tempo, 452830
1, 28360, Tempo, 454545
1, 28400, Tempo, 456274
1, 28420, Tempo, 458015
1, 28460, Tempo, 459770
1, 28500, Tempo, 461538
1, 28540, Tempo, 463320
1, 28580, Tempo, 465116
1, 28600, Tempo, 466926
1, 28640, Tempo, 468750
1, 28680, Tempo, 470588
1, 28720, Tempo, 472441
1, 28760, Tempo, 474308
1, 28780, Tempo, 476190
1, 28800, Tempo, 595888
1, 28960, Tempo, 459770
1, 29280, Tempo, 449438
1, 30240, Tempo, 517241
1, 30400, Tempo, 474308
1, 30720, Tempo, 452830
1, 31200, Tempo, 481928
1, 31440, Tempo, 491803
1, 31680, Tempo, 560748
1, 31840, Tempo, 476190
1, 32160, Tempo, 487805
1, 32640, Tempo, 508475
1, 33120, Tempo, 510638
1, 33160, Tempo, 508475
1, 33200, Tempo, 510638
1, 33240, Tempo, 512821
1, 33260, Tempo, 515021
1, 33300, Tempo, 517241
1, 33320, Tempo, 519481
1, 33360, Tempo, 521739
1, 33400, Tempo, 524017
1, 33420, Tempo, 526316
1, 33460, Tempo, 528634
1, 33480, Tempo, 530973
1, 33520, Tempo, 533333
1, 33560, Tempo, 535714
1, 33580, Tempo, 538117
1, 33620, Tempo, 540541
1, 33640, Tempo, 542986
1, 33680, Tempo, 545455
1, 33700, Tempo, 547945
1, 33740, Tempo, 550459
1, 33780, Tempo, 552995
1, 33800, Tempo, 555556
1, 33840, Tempo, 558140
1, 33860, Tempo, 560748
1, 33900, Tempo, 563380
1, 33940, Tempo, 566038
1, 33960, Tempo, 568720
1, 34000, Tempo, 571429
1, 34020, Tempo, 574163
1, 34060, Tempo, 576923
1, 34080, Tempo, 579710
1, 34400, Tempo, 740741
1, 34560, Tempo, 648649
1, 34720, Tempo, 459770
1, 35040, Tempo, 510638
1, 35200, Tempo, 452830
1, 35280, Tempo, 451128
1, 35360, Tempo, 449438
1, 35440, Tempo, 447761
1, 35520, Tempo, 446097
1, 35580, Tempo, 444444
1, 35660, Tempo, 442804
1, 35740, Tempo, 441176
1, 35820, Tempo, 439560
1, 35900, Tempo, 437956
1, 35960, Tempo, 436364
1, 36000, Tempo, 451128
1, 36160, Tempo, 428571
1, 36480, Tempo, 418118
1, 36960, Tempo, 408163
1, 37360, Tempo, 470588
1, 37400, Tempo, 472441
1, 37440, Tempo, 601564
1, 37600, Tempo, 466926
1, 37920, Tempo, 452830
1, 38020, Tempo, 451128
1, 38100, Tempo, 449438
1, 38180, Tempo, 447761
1, 38280, Tempo, 446097
1, 38360, Tempo, 444444
1, 38440, Tempo, 442804
1, 38520, Tempo, 441176
1, 38620, Tempo, 439560
1, 38700, Tempo, 437956
1, 38780, Tempo, 436364
1, 38860, Tempo, 434783
1, 38880, Tempo, 483871
1, 39020, Tempo, 437956
1, 39040, Tempo, 434783
1, 39200, Tempo, 433213
1, 39360, Tempo, 431655
1, 39400, Tempo, 433213
1, 39440, Tempo, 434783
1, 39480, Tempo, 436364
1, 39520, Tempo, 437956
1, 39560, Tempo, 439560
1, 39580, Tempo, 441176
1, 39620, Tempo, 442804
1, 39660, Tempo, 444444
1, 39700, Tempo, 446097
1, 39740, Tempo, 447761
1, 39760, Tempo, 449438
1, 39800, Tempo, 451128
1, 39840, Tempo, 452830
1, 39880, Tempo, 454545
1, 39920, Tempo, 456274
1, 39940, Tempo, 458015
1, 39980, Tempo, 459770
1, 40020, Tempo, 461538
1, 40060, Tempo, 463320
1, 40100, Tempo, 465116
1, 40120, Tempo, 466926
1, 40160, Tempo, 468750
1, 40200, Tempo, 470588
1, 40240, Tempo, 472441
1, 40280, Tempo, 474308
1, 40300, Tempo, 476190
1, 40320, Tempo, 600000
1, 40560, Tempo, 555556
1, 40800, Tempo, 523241
1, 41040, Tempo, 533333
1, 41280, Tempo, 502092
1, 41520, Tempo, 519481
1, 41760, Tempo, 497925
1, 42000, Tempo, 528634
1, 42120, Tempo, 488719
1, 42240, Tempo, 485830
1, 42480, Tempo, 512821
1, 42720, Tempo, 504202
1, 42960, Tempo, 493827
1, 43200, Tempo, 485830
1, 43440, Tempo, 480000
1, 43680, Tempo, 470588
1, 43920, Tempo, 508475
1, 44160, Tempo, 487805
1, 44400, Tempo, 542986
1, 44520, Tempo, 521739
1, 44640, Tempo, 574163
1, 45120, Tempo, 603015
1, 46080, Tempo, 552995
1, 46320, Tempo, 512821
1, 46560, Tempo, 502092
1, 46800, Tempo, 510638
1, 47040, Tempo, 485830
1, 47280, Tempo, 495868
1, 47520, Tempo, 481928
1, 47760, Tempo, 489796
1, 47880, Tempo, 466926
1, 48000, Tempo, 476190
1, 48480, Tempo, 497925
1, 48720, Tempo, 510638
1, 48960, Tempo, 497925
1, 49200, Tempo, 495868
1, 49440, Tempo, 483871
1, 49680, Tempo, 500000
1, 49920, Tempo, 510638
1, 50160, Tempo, 530973
1, 50280, Tempo, 504202
1, 50400, Tempo, 506329
1, 50880, Tempo, 521739
1, 51120, Tempo, 571429
1, 51360, Tempo, 588235
1, 51840, Tempo, 648649
1, 52000, Tempo, 459770
1, 52320, Tempo, 510638
1, 52480, Tempo, 452830
1, 52560, Tempo, 451128
1, 52640, Tempo, 449438
1, 52720, Tempo, 447761
1, 52800, Tempo, 446097
1, 52860, Tempo, 444444
1, 52940, Tempo, 442804
1, 53020, Tempo, 441176
1, 53100, Tempo, 439560
1, 53180, Tempo, 437956
1, 53240, Tempo, 436364
1, 53280, Tempo, 451128
1, 53440, Tempo, 428571
1, 53760, Tempo, 422535
1, 54240, Tempo, 406780
1, 54520, Tempo, 465116
1, 54560, Tempo, 466926
1, 54600, Tempo, 468750
1, 54640, Tempo, 470588
1, 54680, Tempo, 472441
1, 54720, Tempo, 601564
1, 54880, Tempo, 466926
1, 55200, Tempo, 452830
1, 55300, Tempo, 451128
1, 55380, Tempo, 449438
1, 55460, Tempo, 447761
1, 55560, Tempo, 446097
1, 55640, Tempo, 444444
1, 55720, Tempo, 442804
1, 55800, Tempo, 441176
1, 55900, Tempo, 439560
1, 55980, Tempo, 437956
1, 56060, Tempo, 436364
1, 56140, Tempo, 434783
1, 56160, Tempo, 483871
1, 56300, Tempo, 437956
1, 56320, Tempo, 434783
1, 56480, Tempo, 433213
1, 56640, Tempo, 431655
1, 56680, Tempo, 433213
1, 56720, Tempo, 434783
1, 56760, Tempo, 436364
1, 56800, Tempo, 437956
1, 56840, Tempo, 439560
1, 56860, Tempo, 441176
1, 56900, Tempo, 442804
1, 56940, Tempo, 444444
1, 56980, Tempo, 446097
1, 57020, Tempo, 447761
1, 57040, Tempo, 449438
1, 57080, Tempo, 451128
1, 57120, Tempo, 452830
1, 57160, Tempo, 454545
1, 57200, Tempo, 456274
1, 57220, Tempo, 458015
1, 57260, Tempo, 459770
1, 57300, Tempo, 461538
1, 57340, Tempo, 463320
1, 57380, Tempo, 465116
1, 57400, Tempo, 466926
1, 57440, Tempo, 468750
1, 57480, Tempo, 470588
1, 57520, Tempo, 472441
1, 57560, Tempo, 474308
1, 57580, Tempo, 476190
1, 57600, Tempo, 595888
1, 57760, Tempo, 459770
1, 58080, Tempo, 444444
1, 58560, Tempo, 449438
1, 59040, Tempo, 517241
1, 59200, Tempo, 461538
1, 59520, Tempo, 449438
1, 60000, Tempo, 476190
1, 60240, Tempo, 487805
1, 60480, Tempo, 542986
1, 60640, Tempo, 468750
1, 60960, Tempo, 478088
1, 61440, Tempo, 508475
1, 61920, Tempo, 510638
1, 61960, Tempo, 508475
1, 62000, Tempo, 510638
1, 62040, Tempo, 512821
1, 62060, Tempo, 515021
1, 62100, Tempo, 517241
1, 62120, Tempo, 519481
1, 62160, Tempo, 521739
1, 62200, Tempo, 524017
1, 62220, Tempo, 526316
1, 62260, Tempo, 528634
1, 62280, Tempo, 530973
1, 62320, Tempo, 533333
1, 62360, Tempo, 535714
1, 62380, Tempo, 538117
1, 62420, Tempo, 540541
1, 62440, Tempo, 542986
1, 62480, Tempo, 545455
1, 62500, Tempo, 547945
1, 62540, Tempo, 550459
1, 62580, Tempo, 552995
1, 62600, Tempo, 555556
1, 62640, Tempo, 558140
1, 62660, Tempo, 560748
1, 62700, Tempo, 563380
1, 62740, Tempo, 566038
1, 62760, Tempo, 568720
1, 62800, Tempo, 571429
1, 62820, Tempo, 574163
1, 62860, Tempo, 576923
1, 62880, Tempo, 579710
1, 63200, Tempo, 689655
1, 63360, Tempo, 566038
1, 63840, Tempo, 550459
1, 64780, Tempo, 621247
1, 64800, Tempo, 540541
1, 64960, Tempo, 538117
1, 65120, Tempo, 535714
1, 65280, Tempo, 533333
1, 65440, Tempo, 530973
1, 65600, Tempo, 528634
1, 65720, Tempo, 526316
1, 65760, Tempo, 526316
1, 65800, Tempo, 528634
1, 65840, Tempo, 533333
1, 65880, Tempo, 535714
1, 65920, Tempo, 540541
1, 65960, Tempo, 542986
1, 66000, Tempo, 547945
1, 66040, Tempo, 550459
1, 66080, Tempo, 555556
1, 66120, Tempo, 558140
1, 66160, Tempo, 563380
1, 66200, Tempo, 566038
1, 66240, Tempo, 571429
1, 66720, Tempo, 560748
1, 67200, Tempo, 600000
1, 67440, Tempo, 638570
1, 67680, Tempo, 600000
1, 67760, Tempo, 597015
1, 67840, Tempo, 594059
1, 67880, Tempo, 591133
1, 67960, Tempo, 588235
1, 68000, Tempo, 585366
1, 68080, Tempo, 582524
1, 68120, Tempo, 579710
1, 68160, Tempo, 576923
1, 68200, Tempo, 579710
1, 68240, Tempo, 585366
1, 68280, Tempo, 591133
1, 68320, Tempo, 594059
1, 68360, Tempo, 600000
1, 68400, Tempo, 606061
1, 68440, Tempo, 609137
1, 68480, Tempo, 615385
1, 68520, Tempo, 621762
1, 68560, Tempo, 625000
1, 68600, Tempo, 631579
1, 68640, Tempo, 638298
1, 68680, Tempo, 641711
1, 68720, Tempo, 648649
1, 68760, Tempo, 655738
1, 68800, Tempo, 659341
1, 68840, Tempo, 666667
1, 68880, Tempo, 674157
1, 68920, Tempo, 680426
1, 68960, Tempo, 680426
1, 69000, Tempo, 714371
1, 69040, Tempo, 757002
1, 69080, Tempo, 799361
1, 69120, Tempo, 853000
1, 70560, Tempo, 585366
1, 72000, Tempo, 545455
1, 72240, Tempo, 563380
1, 72480, Tempo, 540541
1, 72720, Tempo, 558140
1, 72960, Tempo, 530973
1, 73200, Tempo, 524017
1, 73440, Tempo, 526316
1, 73680, Tempo, 538117
1, 74160, Tempo, 649421
1, 74880, Tempo, 634921
1, 75360, Tempo, 631579
1, 75840, Tempo, 648649
1, 76320, Tempo, 634921
1, 76560, Tempo, 615953
1, 76800, Tempo, 595533
1, 77040, Tempo, 571429
1, 77280, Tempo, 563380
1, 77520, Tempo, 588235
1, 77760, Tempo, 573778
1, 78000, Tempo, 592768
1, 78240, Tempo, 579095
1, 78480, Tempo, 571429
1, 78720, Tempo, 566038
1, 78960, Tempo, 585366
1, 79200, Tempo, 598384
1, 79440, Tempo, 634652
1, 79680, Tempo, 619067
1, 79920, Tempo, 651112
1, 80160, Tempo, 641163
1, 80400, Tempo, 683995
1, 80640, Tempo, 665041
1, 80880, Tempo, 683995
1, 80960, Tempo, 687837
1, 81040, Tempo, 691962
1, 81120, Tempo, 695894
1, 81200, Tempo, 700035
1, 81280, Tempo, 704143
1, 81360, Tempo, 708299
1, 81440, Tempo, 712589
1, 81520, Tempo, 716760
1, 81600, Tempo, 721154
1, 81680, Tempo, 725426
1, 81760, Tempo, 729838
1, 81840, Tempo, 734394
1, 81920, Tempo, 738916
1, 82000, Tempo, 743494
1, 82040, Tempo, 748223
1, 82080, Tempo, 645786
1, 84960, Tempo, 750000
1, 84960, End_track
2, 0, Start_track
2, 0, Title_t, "Piano right"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
2, 0, Control_c, 0, 91, 127
2, 0, Control_c, 0, 64, 0
2, 240, Note_on_c, 0, 81, 60
2, 480, Note_on_c, 0, 81, 0
2, 480, Note_on_c, 0, 88, 66
2, 2040, Note_on_c, 0, 88, 0
2, 2040, Note_on_c, 0, 86, 55
2, 2100, Note_on_c, 0, 86, 0
2, 2100, Note_on_c, 0, 88, 47
2, 2160, Note_on_c, 0, 88, 0
2, 2160, Note_on_c, 0, 86, 62
2, 2400, Note_on_c, 0, 86, 0
2, 2400, Note_on_c, 0, 84, 57
2, 2640, Note_on_c, 0, 84, 0
2, 2640, Note_on_c, 0, 86, 57
2, 2880, Note_on_c, 0, 86, 0
2, 2880, Note_on_c, 0, 88, 62
2, 3120, Note_on_c, 0, 88, 0
2, 3120, Note_on_c, 0, 89, 64
